Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud,posee_conectividad
Santiago del Estero,Capital,Vuelta de la Barranca,219,NO,NO,NO,NO,NO,SI,NO,SI,SI,86049120,-27.85280,-64.23000,SI
Santiago del Estero,Capital,Yanda,201,NO,NO,NO,NO,NO,SI,NO,NO,NO,86049130,-27.87170,-64.24440,SI
Santiago del Estero,Choya,Ancaján,166,NO,NO,NO,NO,NO,NO,NO,NO,NO,86063010,-28.4435975805854,-64.8622051979914,NO
Santiago del Estero,Choya,Choya,1042,SI,NO,NO,SI,SI,NO,SI,SI,SI,86063020,-28.49424,-64.85630,SI
Santiago del Estero,Choya,Estación La Punta,409,SI,NO,NO,NO,NO,NO,SI,NO,NO,86063030,-28.4336985809233,-64.6630390297412,SI
Santiago del Estero,Choya,Frías,26649,SI,NO,NO,SI,SI,SI,SI,SI,SI,86063040,-28.6752274468134,-65.043543609352,SI
Santiago del Estero,Choya,Laprida,1197,NO,NO,NO,SI,NO,SI,NO,NO,SI,86063050,-28.4073548165504,-64.4541927821887,SI
Santiago del Estero,Choya,San Pedro,87,NO,NO,NO,NO,NO,NO,NO,NO,NO,86063070,-28.46011,-64.86656,NO
Santiago del Estero,Choya,Tapso,691,NO,NO,NO,SI,NO,SI,NO,SI,SI,86063080,-28.40060,-65.10190,SI
Santiago del Estero,Choya,Villa La Punta,819,NO,NO,NO,SI,SI,SI,NO,NO,SI,86063090,-28.4059960583853,-64.7158920819925,SI
Santiago del Estero,Copo,El Caburé,737,NO,NO,NO,NO,NO,SI,NO,NO,SI,86056010,-26.0030698341396,-62.323388601784,SI
Santiago del Estero,Copo,La Firmeza,69,NO,NO,NO,NO,NO,SI,NO,NO,NO,86056020,-25.9734496033409,-63.1213341247899,SI
Santiago del Estero,Copo,Los Pirpintos,1729,NO,NO,NO,SI,SI,NO,NO,NO,SI,86056030,-26.1143281340404,-62.0443344069224,SI
Santiago del Estero,Copo,Los Tigres,161,NO,NO,NO,NO,NO,SI,NO,NO,SI,86056040,-25.9094965483747,-62.5920554191228,SI
Tucumán,Famaillá,Famaillá,22924,SI,NO,NO,SI,SI,SI,SI,SI,SI,90028030,-27.0450456348935,-65.3956359866229,SI
Tucumán,Famaillá,Ingenio Fronterita,13,NO,NO,NO,NO,NO,NO,NO,NO,NO,90028040,-27.0354707281153,-65.455616412105,NO
Tucumán,Graneros,Graneros,2375,NO,NO,NO,NO,SI,NO,SI,SI,SI,90035010,-27.6485245594157,-65.4389216777288,SI
Tucumán,Graneros,Lamadrid,2841,NO,NO,NO,NO,NO,SI,SI,SI,SI,90035020,-27.6466143101473,-65.2504927223474,SI
Tucumán,Graneros,Taco Ralo,1241,NO,NO,NO,NO,NO,SI,SI,SI,SI,90035030,-27.8350683836867,-65.1946017699559,SI
Tucumán,Juan Bautista Alberdi,Juan Bautista Alberdi,18430,SI,NO,NO,NO,SI,NO,SI,SI,SI,90042010,-27.5859774039585,-65.620843677012,SI
Tucumán,Juan Bautista Alberdi,Villa Belgrano,1205,NO,NO,NO,NO,NO,NO,SI,NO,NO,90042020,-27.5271408525417,-65.614612836175,SI
Tucumán,La Cocha,La Cocha,6578,SI,NO,NO,NO,SI,SI,SI,SI,SI,90049010,-27.7730048354523,-65.5864568354594,SI
Tucumán,La Cocha,San José de La Cocha,123,NO,NO,NO,NO,NO,SI,NO,NO,NO,90049020,-27.7315967012344,-65.5827595206013,SI
Tucumán,Leales,Bella Vista,14791,SI,NO,NO,SI,NO,SI,SI,SI,SI,90056010,-27.0310036528782,-65.3086376425668,SI
Tucumán,Leales,Estación Aráoz,1315,NO,NO,NO,NO,NO,NO,NO,SI,SI,90056020,-27.0571152473018,-64.9218123993231,SI
Tucumán,Leales,Los Puestos,274,NO,NO,NO,NO,NO,NO,NO,SI,SI,90056030,-27.2808998221653,-65.0190299575107,SI
Tucumán,Leales,Manuel García Fernández,1061,SI,NO,NO,NO,NO,NO,SI,NO,NO,90056040,-26.9557033913379,-65.272073063004,SI
Tucumán,Leales,Pala Pala,668,NO,NO,NO,NO,SI,SI,SI,NO,SI,90056050,-27.0563442946496,-65.2181035623283,SI
Tucumán,Leales,Río Colorado,1077,NO,NO,NO,NO,NO,SI,NO,SI,SI,90056060,-27.1496800217878,-65.3560513582608,SI
Santa Fe,San Justo,La Criolla (Est. Cañadita),1963,SI,NO,NO,NO,NO,SI,SI,NO,SI,82112060,-30.2261579523496,-60.3664968225823,SI
Santa Fe,San Justo,La Penca y Caraguatá,141,NO,NO,NO,NO,NO,SI,SI,NO,NO,82112070,-30.3484964424709,-60.5217853393141,SI
Santa Fe,San Justo,Marcelino Escalada,1646,SI,NO,NO,NO,NO,SI,SI,SI,SI,82112080,-30.5819493055119,-60.4693860436357,SI
Santa Fe,San Justo,Naré,341,NO,NO,NO,NO,NO,SI,SI,NO,NO,82112090,-30.951076187335,-60.4682102211441,SI
Santa Fe,San Justo,Pedro Gómez Cello,554,NO,NO,NO,NO,NO,SI,SI,NO,SI,82112100,-30.0384743425904,-60.3152431288441,SI
Santa Fe,San Justo,Ramayón,550,NO,NO,NO,NO,NO,SI,SI,NO,NO,82112110,-30.6758153384973,-60.4995553794067,SI
Santa Fe,San Justo,San Bernardo,27,NO,NO,NO,NO,NO,SI,NO,NO,NO,82112120,-30.8905395009228,-60.5751464890853,SI
Santa Fe,San Justo,San Justo,21624,SI,SI,NO,SI,SI,SI,SI,SI,SI,82112130,-30.7908665162845,-60.5940368250334,SI
Santa Fe,San Justo,San Martín Norte,563,NO,NO,NO,NO,NO,SI,SI,NO,SI,82112140,-30.3493004076432,-60.3040548934806,SI
Santa Fe,San Justo,Silva (Est. Abipones),360,NO,NO,NO,NO,NO,SI,NO,NO,NO,82112150,-30.4486399849806,-60.430070013139,SI
Santa Fe,San Justo,Vera y Pintado (Est. Guaraníes),997,SI,NO,NO,NO,NO,SI,SI,NO,SI,82112160,-30.1436425790617,-60.3373530550458,SI
Santa Fe,San Justo,Videla,2027,SI,NO,NO,SI,NO,SI,SI,NO,SI,82112170,-30.9465032627862,-60.6564412400796,SI
Santa Fe,San Lorenzo,Aldao,587,NO,SI,NO,NO,NO,NO,SI,NO,SI,82119010,-32.7069853236032,-60.8179518202362,SI
Santiago del Estero,Copo,Monte Quemado,12543,NO,NO,NO,SI,SI,NO,SI,NO,SI,86056050,-25.8042379417741,-62.8316265906336,SI
Santiago del Estero,Copo,Nueva Esperanza,72,NO,NO,NO,NO,SI,SI,NO,NO,NO,86056060,-26.0338455788063,-63.3180066835521,SI
Santiago del Estero,Copo,Pampa de los Guanacos,5273,NO,NO,NO,SI,SI,NO,SI,NO,SI,86056070,-26.2062855993673,-61.8178937032973,SI
Santiago del Estero,Copo,San José del Boquerón,38,NO,NO,NO,NO,NO,SI,NO,NO,NO,86056080,-26.1156583469237,-63.5880042931729,SI
Santiago del Estero,Copo,Urutaú,137,NO,NO,NO,NO,NO,SI,NO,NO,SI,86056090,-25.7123770498498,-63.0412753199535,SI
Santiago del Estero,Figueroa,Bandera Bajada,964,NO,NO,NO,SI,NO,SI,SI,NO,SI,86070010,-27.28467570616,-63.4642431343784,SI
Santiago del Estero,Figueroa,Caspi Corral,251,NO,NO,NO,NO,NO,SI,NO,NO,NO,86070020,-27.3907615134973,-63.5489561890655,SI
Santiago del Estero,Figueroa,Colonia San Juan,85,NO,NO,NO,NO,NO,NO,NO,NO,NO,86070030,-27.6146141148534,-63.2578257204887,NO
Santiago del Estero,Figueroa,El Crucero,104,NO,NO,NO,NO,NO,NO,NO,NO,NO,86070040,-27.5825457334289,-63.2886058048188,NO
Santiago del Estero,Figueroa,Kilómetro 30,243,NO,NO,NO,NO,NO,NO,NO,NO,SI,86070050,-27.3700023759014,-63.5244894191242,SI
Santiago del Estero,Figueroa,La Cañada,1696,NO,NO,NO,SI,SI,SI,NO,NO,SI,86070060,-27.7276588087454,-63.7176686023268,SI
Santiago del Estero,Figueroa,La Invernada,517,NO,NO,NO,SI,NO,SI,NO,NO,NO,86070070,-27.3862606116963,-63.4356002677335,SI
Santiago del Estero,Figueroa,Minerva,128,NO,NO,NO,NO,NO,NO,NO,NO,NO,86070080,-27.539157866442,-63.3590552312354,NO
Santiago del Estero,Figueroa,Vaca Huañuna,185,NO,NO,NO,NO,NO,SI,NO,NO,NO,86070090,-27.4744926059622,-63.4699375343126,SI
Santiago del Estero,Figueroa,Villa Figueroa,72,NO,NO,NO,SI,NO,SI,NO,NO,NO,86070100,-27.7191635118164,-63.4627541092023,SI
Santiago del Estero,General Taboada,Añatuya,23286,SI,SI,NO,SI,SI,SI,SI,SI,SI,86077010,-28.4604679974535,-62.7596093300983,SI
Santiago del Estero,General Taboada,Averías,371,NO,NO,NO,NO,NO,SI,NO,NO,NO,86077020,-28.741220514431,-62.3821980617677,SI
La Pampa,Maracó,General Pico,56795,SI,NO,SI,SI,SI,SI,SI,SI,SI,42105030,-35.6633805937206,-63.760929267739,SI
La Pampa,Maracó,Speluzzi,367,NO,NO,NO,SI,NO,SI,SI,NO,SI,42105040,-35.547293621716,-63.8200403343494,SI
La Pampa,Maracó,Trebolares,46,NO,NO,NO,NO,NO,NO,NO,NO,NO,42105050,-35.5855840986961,-63.5887521403772,NO
La Pampa,Puelén,25 de Mayo,7878,NO,NO,NO,SI,NO,SI,SI,SI,SI,42112020,-37.7697053748681,-67.7172958236186,SI
La Pampa,Puelén,Casa de Piedra,154,NO,NO,NO,NO,NO,SI,NO,NO,NO,42112005,-38.2230515311115,-67.1709263654639,SI
La Pampa,Puelén,Puelén,357,NO,NO,SI,NO,SI,SI,SI,NO,SI,42112010,-37.3400655492209,-67.6218500509991,SI
La Pampa,Quemú Quemú,Colonia Barón,2804,NO,NO,SI,SI,SI,SI,SI,SI,SI,42119010,-36.1513889624763,-63.8541959060258,SI
La Pampa,Quemú Quemú,Colonia San José,32,NO,NO,NO,NO,NO,NO,NO,NO,NO,42119020,-36.1170514464671,-63.9040708614432,NO
La Pampa,Quemú Quemú,Miguel Cané,803,NO,NO,NO,SI,SI,NO,SI,SI,SI,42119030,-36.1549581794141,-63.5121543730908,SI
La Pampa,Quemú Quemú,Quemú Quemú,3714,NO,NO,SI,SI,SI,SI,SI,SI,SI,42119040,-36.053677480752,-63.5632432919433,SI
La Pampa,Quemú Quemú,Relmo,120,NO,NO,NO,NO,NO,NO,NO,SI,NO,42119050,-36.2573837868412,-63.4481302030919,SI
La Pampa,Quemú Quemú,Villa Mirasol,546,NO,NO,NO,NO,NO,SI,SI,NO,NO,42119060,-36.0757513459043,-63.8875837941037,SI
La Pampa,Rancul,Caleufú,2014,NO,SI,NO,SI,SI,NO,SI,NO,SI,42126010,-35.5928646334622,-64.5586842581366,SI
Mendoza,Tupungato,Tupungato,13218,SI,NO,NO,SI,SI,SI,SI,SI,SI,50126060,-33.3643638135734,-69.1513190958561,SI
Mendoza,Tupungato,Villa Bastias,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-33.3420986445545,-69.1487758488674,NO
Misiones,25 de Mayo,25 de Mayo,3838,NO,NO,NO,NO,SI,NO,SI,NO,SI,54119060,-27.3715719938072,-54.7475224881518,SI
Misiones,25 de Mayo,Alba Posse,486,NO,NO,NO,NO,NO,NO,SI,NO,SI,54119010,-27.5641504979908,-54.687011236345,SI
Misiones,25 de Mayo,Alicia Baja,219,NO,NO,NO,NO,NO,SI,NO,NO,NO,54119025,-27.4285421255893,-54.3575081480921,SI
Misiones,25 de Mayo,Colonia Alicia,277,NO,NO,NO,NO,NO,SI,NO,NO,SI,54119020,-27.3792090956035,-54.3672999680752,SI
Misiones,25 de Mayo,Colonia Aurora,832,NO,NO,NO,NO,SI,SI,SI,NO,SI,54119030,-27.479557957166,-54.5154356645941,SI
Misiones,25 de Mayo,San Francisco de Asís,603,NO,NO,NO,NO,NO,NO,NO,NO,NO,54119040,-27.4597786529494,-54.7478069154214,NO
Misiones,25 de Mayo,Santa Rita,1433,NO,NO,NO,NO,SI,NO,SI,NO,SI,54119050,-27.5183529379611,-54.7305712624723,SI
Misiones,Apóstoles,Apóstoles,24083,SI,SI,NO,SI,SI,SI,SI,SI,SI,54007010,-27.909806877888,-55.7532126178864,SI
Misiones,Apóstoles,Azara,3165,NO,SI,NO,NO,SI,SI,SI,SI,SI,54007020,-28.0572512053051,-55.6767993766976,SI
Misiones,Apóstoles,Barrio Rural,291,NO,NO,NO,NO,NO,NO,NO,NO,NO,54007025,-27.8839188226826,-55.7857809648065,NO
Misiones,Apóstoles,Estación Apóstoles,2627,NO,NO,NO,NO,NO,NO,NO,SI,SI,54007030,-27.9079594261468,-55.8079584118965,SI
Misiones,Apóstoles,Pindapoy,732,NO,NO,NO,NO,NO,NO,NO,NO,NO,54007040,-27.7474272299697,-55.7932485753782,NO
Misiones,Apóstoles,Rincón de Azara,252,NO,NO,NO,NO,NO,NO,NO,NO,NO,54007050,-28.108077909743,-55.6318879848456,NO
Misiones,Apóstoles,San José,5338,SI,NO,NO,SI,NO,SI,SI,SI,SI,54007060,-27.7653179990542,-55.7746920758949,SI
Catamarca,Andalgalá,Buena Vista,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-27.3391922396844,-66.0241892155379,NO
Catamarca,Andalgalá,Chaquiago,1096,NO,NO,NO,NO,SI,SI,NO,NO,NO,10021030,-27.5368955481985,-66.3350568927423,SI
Catamarca,Andalgalá,Choya,403,NO,NO,NO,NO,NO,NO,NO,NO,NO,10021040,-27.5210749343604,-66.4034742805443,NO
Catamarca,Andalgalá,El Alamito,734,NO,NO,NO,NO,NO,SI,NO,NO,NO,10021050,-27.333537875981,-66.022985174122,SI
Catamarca,Andalgalá,El Lindero,741,NO,NO,NO,NO,NO,NO,SI,NO,NO,10021060,-27.4743798884533,-66.0266884349829,SI
Catamarca,Andalgalá,El Potrero,184,NO,NO,NO,NO,NO,NO,NO,NO,NO,10021070,-27.5162322380357,-66.3434280762552,NO
Catamarca,Andalgalá,La Aguada,378,NO,NO,NO,NO,NO,SI,NO,NO,NO,10021080,-27.534089032104,-66.3117750484602,SI
Catamarca,Andalgalá,La Mesada,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-27.4511959792163,-66.0199688270559,NO
Catamarca,Antofagasta de la Sierra,Antofagasta de la Sierra,730,NO,NO,NO,NO,SI,NO,SI,NO,SI,10028010,-26.0632957365737,-67.4116706391736,SI
Catamarca,Antofagasta de la Sierra,Antofalla,45,NO,NO,NO,NO,NO,NO,NO,NO,NO,10028020,-25.5201549530029,-67.6220474243164,NO
Catamarca,Antofagasta de la Sierra,El Peñón,263,NO,NO,NO,NO,NO,NO,NO,NO,NO,10028030,-26.4377795455164,-67.2590953594946,NO
Catamarca,Antofagasta de la Sierra,Los Nacimientos,43,NO,NO,NO,NO,NO,NO,NO,NO,NO,10028040,-25.7592665755338,-67.3912671398198,NO
Catamarca,Belén,Barranca Larga,330,NO,NO,NO,NO,NO,NO,NO,NO,NO,10035010,-26.9366725902001,-66.7473736733687,NO
Catamarca,Belén,Belén,12256,NO,NO,NO,NO,SI,NO,SI,SI,SI,10035020,-27.6337582271366,-67.0181224346383,SI
Catamarca,Belén,Cóndor Huasi,254,NO,NO,NO,NO,NO,NO,NO,NO,NO,10035030,-27.4800253698881,-67.1034365555174,NO
Catamarca,Belén,Corral Quemado,1204,NO,NO,NO,NO,NO,NO,NO,NO,NO,10035040,-27.1458266170631,-66.9418772140389,NO
Catamarca,Belén,El Durazno,378,NO,NO,NO,NO,NO,NO,NO,NO,NO,10035050,-27.2352160693093,-67.0644302349354,NO
Catamarca,Belén,Farallón Negro,1463,NO,NO,NO,NO,NO,NO,SI,NO,SI,10035060,-27.297991160481,-66.6526535881206,SI
Catamarca,Belén,Hualfín,987,NO,NO,NO,NO,SI,NO,NO,NO,SI,10035070,-27.2251089488391,-66.8257494663378,SI
Catamarca,Belén,Jacipunco,361,NO,NO,NO,NO,NO,NO,NO,NO,NO,10035080,-27.2232502935304,-67.0189560597067,NO
Catamarca,Belén,La Puntilla,236,NO,NO,NO,NO,NO,NO,NO,NO,NO,10035090,-27.6687999477098,-66.9831854181017,NO
Catamarca,Belén,Las Juntas,258,NO,NO,NO,NO,NO,SI,NO,NO,NO,10035100,-27.5255267279244,-67.1230327103174,SI
Catamarca,Belén,Londres,2456,NO,NO,NO,NO,SI,NO,SI,NO,SI,10035110,-27.7091441699136,-67.1521288574758,SI
Catamarca,Belén,Los Nacimientos,215,NO,NO,NO,NO,NO,NO,NO,NO,SI,10035120,-27.1276313861506,-66.7125336324121,SI
Catamarca,Belén,Puerta de Corral Quemado,575,NO,NO,NO,NO,NO,NO,NO,NO,NO,10035130,-27.2142919344438,-66.9263178640934,NO
Córdoba,Santa María,San Nicolás,1171,SI,NO,NO,NO,NO,NO,SI,SI,SI,14147260,-31.435151387072,-64.4492154097951,SI
Córdoba,Santa María,Socavones,263,NO,NO,NO,NO,NO,NO,NO,NO,NO,14147270,-31.5493965148926,-64.1430740356445,NO
Córdoba,Santa María,Tejas Tres,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-31.4661292884087,-64.3670949660514,NO
Córdoba,Santa María,Tierra Alta,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-31.4723029527477,-64.4707945856239,NO
Córdoba,Santa María,Toledo,3843,SI,NO,NO,SI,NO,SI,SI,SI,SI,14147280,-31.5560967583723,-64.0080543306962,SI
Córdoba,Santa María,Valle Alegre,494,NO,NO,NO,NO,NO,NO,NO,NO,NO,14147290,-31.608213303048,-64.4403684727464,NO
Córdoba,Santa María,Valle de Anisacate,487,NO,NO,NO,NO,NO,SI,NO,NO,NO,14147300,-31.7314776926852,-64.4129622125593,SI
Córdoba,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),679,NO,NO,NO,NO,NO,SI,SI,SI,SI,14147310,-31.7932195162073,-64.5139255175446,SI
Córdoba,Santa María,Villa del Prado,1476,NO,NO,NO,NO,NO,SI,NO,NO,NO,14147320,-31.6179397578028,-64.3924925248834,SI
Córdoba,Santa María,Villa La Bolsa,995,NO,NO,NO,NO,NO,SI,NO,SI,SI,14147330,-31.7287879568356,-64.4324174982752,SI
Córdoba,Santa María,Villa Los Aromos,1364,SI,NO,NO,NO,NO,SI,SI,NO,NO,14147340,-31.7359598057037,-64.4389279396961,SI
Córdoba,Santa María,Villa Parque Santa Ana,2491,SI,NO,NO,NO,NO,NO,SI,SI,SI,14147350,-31.5893075812486,-64.3536920462417,SI
Córdoba,Santa María,Villa San Isidro - José de la Quintana,483,NO,NO,NO,NO,NO,SI,SI,NO,NO,14147360,-31.8208264119355,-64.3935275639835,SI
Córdoba,Santa María,Villa Sierras de Oro,251,NO,NO,NO,NO,NO,NO,NO,SI,SI,14147370,-31.4579361723038,-64.4217153267522,SI
Córdoba,Santa María,Yocsina,1242,NO,NO,NO,NO,NO,NO,NO,NO,SI,14147380,-31.4470577243833,-64.3660748415952,SI
Córdoba,Sobremonte,Caminiaga,282,NO,NO,NO,SI,NO,NO,NO,NO,NO,14154010,-30.0682250779624,-64.052875898278,SI
Córdoba,Sobremonte,Cerro Colorado,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-30.096944,-63.931111,NO
Córdoba,Sobremonte,Chuña Huasi,17,NO,NO,NO,NO,NO,NO,NO,NO,NO,14154030,-29.9138372593106,-64.1299817960277,NO
Córdoba,Sobremonte,Pozo Nuevo,130,NO,NO,NO,NO,NO,NO,NO,NO,SI,14154040,-29.5775456904692,-64.1070996245776,SI
La Pampa,Capital,Santa Rosa,102860,SI,SI,SI,SI,SI,SI,SI,SI,SI,42021020,-36.61828979857,-64.2916770389461,SI
La Pampa,Catriló,Catriló,3955,NO,SI,NO,SI,SI,NO,SI,SI,SI,42028010,-36.4077407331528,-63.4231236479695,SI
La Pampa,Catriló,La Gloria,46,NO,NO,NO,NO,NO,NO,NO,NO,NO,42028020,-36.5079177159884,-63.7444083139952,NO
La Pampa,Catriló,Lonquimay,1680,NO,NO,NO,SI,SI,NO,SI,SI,SI,42028030,-36.4676263417811,-63.6237223449231,SI
La Pampa,Catriló,Uriburu,964,NO,NO,NO,SI,SI,SI,SI,SI,SI,42028040,-36.5077574745038,-63.8626307655783,SI
La Pampa,Chalileo,Santa Isabel,2526,NO,NO,SI,NO,SI,SI,SI,SI,NO,42049010,-36.2298585551973,-66.9416696902043,SI
La Pampa,Chapaleufú,Bernardo Larroude,1499,NO,NO,NO,SI,SI,SI,SI,NO,NO,42056010,-35.0240766140268,-63.5814786778188,SI
La Pampa,Chapaleufú,Ceballos,323,NO,NO,NO,SI,SI,SI,SI,NO,NO,42056020,-35.2904849982905,-63.77586064487,SI
La Pampa,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),676,NO,NO,NO,NO,SI,SI,SI,NO,SI,42056030,-35.0223098759754,-63.9123145859878,SI
La Pampa,Chapaleufú,Intendente Alvear,7510,SI,SI,NO,SI,SI,SI,SI,SI,SI,42056040,-35.2368693365619,-63.5923274522769,SI
Santa Fe,9 de Julio,Tostado,14582,SI,SI,NO,NO,SI,SI,SI,SI,SI,82077080,-29.2344732488739,-61.7719824163622,SI
Santa Fe,9 de Julio,Villa Minetti,4876,NO,NO,NO,NO,SI,SI,SI,SI,SI,82077090,-28.6247095403571,-61.6279859869967,SI
Santa Fe,Belgrano,Armstrong,11181,SI,NO,NO,SI,NO,SI,SI,SI,SI,82007010,-32.7846557002825,-61.605481877095,SI
Santa Fe,Belgrano,Bouquet,1230,SI,NO,NO,NO,NO,SI,SI,NO,SI,82007020,-32.4247998561473,-61.8903345863257,SI
Santa Fe,Belgrano,Las Parejas,12375,SI,NO,NO,NO,NO,SI,SI,SI,SI,82007030,-32.6826842550048,-61.5185798347876,SI
Santa Fe,Belgrano,Las Rosas,13068,SI,SI,NO,SI,NO,NO,SI,SI,SI,82007040,-32.4785768176046,-61.5748036822531,SI
Santa Fe,Belgrano,Montes de Oca,2655,SI,NO,NO,NO,SI,SI,SI,NO,SI,82007050,-32.567997020224,-61.7680762352029,SI
Santa Fe,Belgrano,Tortugas,2234,SI,NO,NO,NO,SI,NO,SI,SI,SI,82007060,-32.7482982621557,-61.8203359267394,SI
Santa Fe,Caseros,Arequito,6533,SI,SI,NO,NO,NO,NO,SI,SI,SI,82014010,-33.1483008378636,-61.4713349349693,SI
Santa Fe,Caseros,Arteaga,3089,SI,SI,NO,NO,NO,SI,SI,SI,SI,82014020,-33.0911311154911,-61.7917113876172,SI
Santa Fe,Caseros,Beravebú,2225,NO,NO,NO,NO,NO,SI,SI,SI,SI,82014030,-33.3414152210784,-61.8622809808056,SI
Tucumán,Tafí del Valle,El Mollar,1906,NO,NO,NO,NO,SI,SI,SI,NO,SI,90098030,-26.9392209221338,-65.7081542446876,SI
Tucumán,Tafí del Valle,Tafí del Valle,3403,SI,NO,NO,NO,SI,SI,SI,SI,SI,90098040,-26.8527978993495,-65.7085573791718,SI
Tucumán,Tafí Viejo,Barrio El Cruce,620,NO,NO,NO,NO,NO,NO,NO,SI,SI,90105010,-26.7081441784822,-65.2200815585159,SI
Tucumán,Tafí Viejo,Barrio Lomas de Tafí,528,SI,NO,NO,NO,NO,NO,SI,NO,SI,90105020,-26.7465814588322,-65.2334174034289,SI
Tucumán,Tafí Viejo,Barrio Mutual San Martín,1132,SI,NO,NO,NO,NO,NO,SI,SI,SI,90105030,-26.7180167498877,-65.2249109374961,SI
Tucumán,Tafí Viejo,Barrio Parada 14,294,NO,NO,NO,NO,NO,NO,NO,SI,SI,90105040,-26.7527987012624,-65.248427031041,SI
Tucumán,Tafí Viejo,Barrio U.T.A. II,1455,NO,NO,NO,NO,NO,NO,NO,SI,SI,90105050,-26.756263713385,-65.2390248245137,SI
Tucumán,Tafí Viejo,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia (6),11494,NO,NO,NO,NO,NO,NO,NO,NO,SI,90105060,-26.7815251300034,-65.2193041804807,SI
Tucumán,Tafí Viejo,El Cadillal,865,NO,NO,NO,NO,NO,NO,SI,SI,SI,90105070,-26.6325444298094,-65.2057408343078,SI
Tucumán,Tafí Viejo,Tafí Viejo,39601,SI,SI,NO,SI,SI,SI,SI,SI,SI,90105080,-26.7312682798666,-65.2558176904322,SI
Tucumán,Tafí Viejo,Villa Las Flores,599,NO,NO,NO,NO,NO,NO,NO,SI,SI,90105090,-26.7695777143466,-65.233609939011,SI
Tucumán,Tafí Viejo,Villa Mariano Moreno - El Colmenar,52960,NO,NO,NO,NO,NO,NO,NO,SI,SI,90105100,-26.7759821127859,-65.2019701714422,SI
Tucumán,Trancas,Choromoro,471,NO,NO,NO,NO,NO,NO,NO,SI,SI,90112010,-26.4107463918543,-65.3199726179681,SI
Tucumán,Trancas,San Pedro de Colalao,3065,NO,NO,NO,NO,NO,SI,SI,SI,SI,90112020,-26.2357654346434,-65.4938515563214,SI
Tucumán,Trancas,Villa de Trancas,4429,SI,NO,NO,NO,NO,SI,SI,SI,SI,90112030,-26.2307317035992,-65.285166490246,SI
Tucumán,Yerba Buena,Barrio San José III,1703,NO,NO,NO,NO,NO,NO,NO,NO,SI,90119010,-26.7964431224326,-65.2657159116952,SI
Mendoza,San Rafael,Jaime Prats,419,NO,NO,NO,NO,NO,SI,SI,NO,NO,50105110,-34.9146831219286,-67.8191470107259,SI
Mendoza,San Rafael,La Llave Nueva,499,NO,NO,NO,NO,NO,NO,SI,NO,NO,50105120,-34.6449297466889,-68.0147704723126,SI
Mendoza,San Rafael,Las Malvinas,232,NO,NO,NO,NO,NO,SI,SI,NO,NO,50105130,-34.8384149976168,-68.2539362219611,SI
Mendoza,San Rafael,Los Reyunos,18,NO,NO,NO,NO,NO,NO,NO,NO,SI,50105140,-34.6099288763693,-68.6205430790631,SI
Mendoza,San Rafael,Monte Comán,3529,NO,NO,NO,NO,NO,SI,SI,SI,SI,50105150,-34.5971809945468,-67.8842899055404,SI
Mendoza,San Rafael,Pobre Diablo,526,NO,NO,NO,NO,NO,NO,NO,SI,SI,50105160,-34.6703587937035,-68.3591845637218,SI
Mendoza,San Rafael,Punta del Agua,382,NO,NO,NO,NO,NO,NO,NO,NO,NO,50105170,-35.530165567926,-68.0825092985548,NO
Mendoza,San Rafael,Rama Caída,850,NO,NO,NO,NO,NO,SI,SI,SI,SI,50105180,-34.7043760307316,-68.3708631047738,SI
Mendoza,San Rafael,Real del Padre,3635,NO,NO,NO,NO,NO,SI,SI,SI,SI,50105190,-34.8433149755939,-67.7674203749059,SI
Mendoza,San Rafael,Salto de Las Rosas,1343,NO,NO,NO,NO,NO,SI,SI,SI,SI,50105200,-34.726958284268,-68.2329031579027,SI
Mendoza,San Rafael,San Rafael,118009,SI,SI,SI,SI,SI,SI,SI,SI,SI,50105210,-34.6356104202068,-68.3310920132847,SI
Mendoza,San Rafael,Villa Atuel,3311,NO,NO,NO,NO,NO,SI,SI,SI,SI,50105230,-34.8345022006919,-67.9257905889932,SI
Mendoza,San Rafael,Villa Atuel Norte,271,NO,NO,NO,NO,NO,NO,SI,SI,SI,50105240,-34.7605998347692,-68.0374059028043,SI
Mendoza,Santa Rosa,Barrio 12 de Octubre,177,NO,NO,NO,SI,NO,NO,NO,NO,SI,50112010,-33.1912015360595,-68.2809624398751,SI
Tucumán,Leales,Santa Rosa de Leales,1934,NO,NO,NO,NO,NO,SI,SI,SI,SI,90056070,-27.1378928767222,-65.2614173877659,SI
Tucumán,Leales,Villa de Leales,1237,NO,NO,NO,NO,NO,SI,SI,NO,SI,90056090,-27.1942605268211,-65.3095561336322,SI
